Measurement Name :,Plate2_20211204_Alex_31C,,Generated On :,"09/12/2021, 12:09:33",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
09.12.21 12:00:04,25.8,248.64,222.18,159.18,193.82,266.15,197.61,183.23,125.08,262.02,207.69,236.2,125.08,159.18,227.9,182.89,101.52,228.62,250.48,142.91,47.88,228.98,146.46,167.11,,,28,965,0,28.96,
09.12.21 12:00:19,26.05,247.9,221.11,157.87,191.76,267.29,195.54,180.18,124.76,262.77,206.3,236.57,124.13,157.87,228.62,182.89,101.22,228.26,251.22,146.13,47.6,230.06,145.81,166.78,,,28,965,0,28.96,
09.12.21 12:00:34,26.3,249.01,222.53,154.26,191.41,266.53,193.13,177.48,122.88,260.15,204.9,237.29,123.19,160.17,227.54,179.85,101.22,227.9,250.11,149.38,47.6,228.62,143.55,166.45,,,28,965,0,28.96,
09.12.21 12:00:49,26.55,248.27,222.53,153.94,188.68,266.53,191.76,174.46,121.62,260.9,203.85,236.57,119.75,155.57,227.54,179.17,99.69,228.62,250.11,151.33,47.6,225.39,142.91,166.12,,,28,965,0,28.98,
09.12.21 12:01:04,26.8,247.9,221.82,155.9,187.65,266.91,189.36,173.12,120.37,260.52,202.81,235.11,118.5,154.26,226.11,176.81,98.78,228.26,250.85,155.57,46.46,223.96,141.62,166.12,,,28,965,0,28.99,
09.12.21 12:01:19,27.05,248.64,220.75,155.24,185.95,265.78,185.95,170.78,118.18,260.15,200.72,236.2,116.31,154.26,225.75,174.8,98.17,229.34,251.22,160.5,46.46,222.89,140.33,165.12,,,28,965,0,28.99,
09.12.21 12:01:34,27.3,248.27,221.46,147.43,183.23,266.53,186.29,167.11,117.25,261.27,199.68,235.48,115.07,153.28,224.68,175.13,97.26,228.26,251.22,164.46,46.46,222.18,139.37,163.8,,,28,965,0,29,
09.12.21 12:01:49,27.55,247.9,219.33,146.13,182.21,265.78,182.21,164.46,116.31,259.77,197.95,235.48,113.52,150.03,224.32,172.45,96.05,227.9,250.48,165.46,45.61,220.75,137.45,163.14,,,28,965,0,29,
09.12.21 12:02:04,27.8,247.53,220.4,141.3,180.52,266.15,182.21,162.15,114.45,260.52,195.88,235.11,111.97,149.38,223.25,171.11,95.44,227.9,250.48,167.78,46.74,220.04,135.85,162.81,,,28,965,0,29.02,
09.12.21 12:02:19,28.05,247.9,221.46,139.69,179.17,263.9,179.85,159.18,112.59,259.4,195.54,235.11,109.81,147.75,221.82,168.45,94.53,227.9,250.48,166.78,46.46,220.04,134.58,162.48,,,28,965,0,29.03,
09.12.21 12:02:34,28.3,247.9,220.75,139.69,178.83,263.52,177.82,156.88,111.35,260.52,194.51,234.03,108.57,146.46,221.46,167.45,93.62,228.26,250.48,166.78,45.61,219.33,133.3,162.81,,,28,965,0,29.03,
09.12.21 12:02:49,28.55,247.9,226.47,144.52,176.48,262.39,175.13,152.3,110.12,257.91,192.1,234.39,107.04,145.49,219.68,165.46,92.72,228.26,249.74,163.14,45.89,216.85,132.03,162.15,,,28,965,0,29.03,
09.12.21 12:03:04,28.8,248.27,221.82,135.53,176.14,262.02,172.78,150.35,109.81,258.65,193.82,234.39,105.19,144.84,218.97,163.8,92.42,228.26,250.85,166.45,45.61,216.85,131.72,161.16,,,28,965,0,29.06,
09.12.21 12:03:19,29.05,248.27,221.46,140.01,174.8,257.91,170.78,148.4,107.96,258.28,193.13,234.39,105.19,143.23,217.91,161.82,92.12,228.26,250.11,163.47,46.18,216.14,130.45,161.82,,,28,965,0,29.05,
09.12.21 12:03:34,29.3,248.27,220.75,131.72,175.47,256.04,170.11,148.4,107.65,258.28,195.19,235.11,104.27,142.26,216.85,161.49,92.12,228.98,250.48,159.84,46.18,216.85,129.5,160.5,,,28,965,0,29.06,
09.12.21 12:03:49,29.55,248.27,220.75,131.4,172.78,251.59,167.11,146.46,106.73,257.91,194.16,234.75,103.66,140.66,215.43,159.84,90.31,228.98,250.48,157.87,46.18,215.08,127.28,159.84,,,28,965,0,29.06,
09.12.21 12:04:04,29.8,249.38,220.4,136.49,172.78,250.11,164.46,145.16,104.89,256.79,194.85,234.39,101.83,139.69,214.37,157.54,90.91,227.9,250.48,156.88,45.61,213.31,125.71,160.5,,,28,965,0,29.06,
09.12.21 12:04:19,30.05,248.64,218.97,129.5,171.11,248.64,162.15,141.94,104.58,257.16,194.85,234.03,100.91,138.41,212.61,156.23,89.71,228.26,250.11,154.92,46.46,211.2,124.13,157.87,,,28,965,0,29.06,
09.12.21 12:04:34,30.3,248.27,220.04,136.49,171.11,245.69,161.82,140.01,103.66,256.79,194.16,234.75,99.39,137.13,212.26,155.9,89.41,228.62,250.85,154.92,46.46,209.45,123.51,158.19,,,28,965,0,29.09,
09.12.21 12:04:49,30.55,247.53,218.97,137.77,168.45,244.96,160.83,139.05,103.35,256.79,193.47,234.75,98.78,135.53,210.5,154.26,88.81,227.54,249.74,153.61,46.18,208.39,121.31,156.88,,,28,965,0,29.09,
09.12.21 12:05:04,30.8,247.16,218.26,134.9,166.45,243.86,159.18,135.22,102.13,255.67,193.47,233.31,96.96,134.26,208.74,153.28,87.91,227.18,250.48,152.63,45.89,205.95,120.68,156.23,,,28,965,0,29.11,
09.12.21 12:05:19,31.05,247.53,217.56,139.05,167.11,242.03,158.19,133.3,102.74,255.3,191.41,234.03,96.35,132.67,206.64,152.63,86.41,226.82,249.74,151.33,46.18,204.55,119.12,155.9,,,28,965,0,29.11,
09.12.21 12:05:34,31.3,248.27,216.85,134.26,166.12,240.93,157.21,133.94,102.74,255.67,190.39,235.11,95.44,131.08,206.3,152.3,86.11,227.9,251.22,150.03,46.18,203.51,118.5,156.23,,,28,965,0,29.11,
09.12.21 12:05:49,31.55,247.16,215.78,127.92,164.46,239.48,155.57,132.03,101.83,254.93,189.7,233.31,94.23,130.13,204.9,151,86.11,227.9,250.85,148.73,46.18,199.68,117.56,154.92,,,28,965,0,29.11,
09.12.21 12:06:04,31.8,246.43,215.43,125.08,163.14,239.11,154.26,131.72,102.44,254.56,187.99,233.31,92.12,127.28,203.51,150.35,84.31,227.54,249.74,147.75,45.89,197.61,116,154.92,,,28,965,0,29.13,
09.12.21 12:06:19,32.05,247.16,213.31,121,162.15,238.02,153.61,130.76,101.22,255.3,187.31,232.94,92.12,122.88,202.11,151,84.31,227.18,251.22,146.13,45.89,196.57,114.76,153.28,,,28,965,0,29.16,
09.12.21 12:06:34,32.3,247.9,212.26,118.5,160.17,237.29,152.3,128.23,100.91,253.07,186.97,232.94,90.91,117.87,201.42,150.68,83.72,227.9,251.22,144.84,46.46,194.16,113.52,153.61,,,28,965,0,29.16,
09.12.21 12:06:49,32.55,247.53,211.55,116.94,159.51,236.93,151.33,128.55,99.39,253.44,185.61,234.03,90.31,114.45,199.34,150.03,82.82,227.54,251.22,142.91,46.18,191.41,112.28,152.63,,,28,965,0,29.17,
09.12.21 12:07:04,32.8,246.8,209.8,115.38,158.19,234.39,150.35,127.6,99.08,253.07,183.23,231.86,89.11,110.73,197.61,149.38,81.93,226.82,251.22,141.94,46.46,190.04,110.73,151.33,,,28,965,0,29.17,
09.12.21 12:07:19,33.05,247.16,208.74,113.83,156.23,233.31,149.05,119.12,97.87,253.44,181.2,233.31,87.61,107.96,196.57,148.4,81.63,226.11,250.48,140.98,46.74,188.68,111.04,150.68,,,28,965,0,29.19,
09.12.21 12:07:34,33.3,247.16,206.99,114.45,155.24,230.42,147.43,119.43,96.65,252.7,179.17,232.58,86.71,103.97,195.19,148.08,80.44,226.11,250.85,140.01,45.89,186.29,109.5,149.05,,,28,965,0,29.19,
09.12.21 12:07:49,33.55,246.8,208.04,115.69,153.94,227.18,145.49,117.25,94.83,252.33,178.83,233.67,85.81,102.74,193.82,147.43,79.85,226.47,250.48,138.09,46.74,184.25,108.57,148.08,,,28,965,0,29.19,
09.12.21 12:08:04,33.8,246.8,206.99,114.76,151.33,224.68,143.23,116.31,93.93,251.96,178.5,232.22,84.31,101.22,192.44,146.13,79.55,225.75,250.85,135.22,46.74,182.89,107.34,146.78,,,28,965,0,29.2,
09.12.21 12:08:20,34.07,247.53,205.95,111.97,149.05,221.11,141.62,114.76,92.12,250.48,176.81,233.31,83.72,99.69,190.73,145.16,78.07,225.75,250.48,132.35,46.46,181.2,106.73,146.78,,,28,965,0,29.21,
09.12.21 12:08:35,34.32,246.8,206.3,111.97,147.75,220.04,140.66,113.83,90.01,250.11,177.15,232.94,83.42,99.08,190.04,144.2,78.37,225.75,250.85,132.03,46.74,179.17,106.42,145.49,,,28,965,0,29.21,
09.12.21 12:08:50,34.57,247.53,203.51,107.04,145.49,216.85,139.69,112.9,88.21,249.38,176.48,232.58,82.53,98.17,189.02,142.91,76.89,225.39,250.48,131.4,46.74,179.17,106.11,145.49,,,28,965,0,29.23,
09.12.21 12:09:05,34.82,246.06,203.51,103.66,143.23,214.72,138.73,113.21,88.81,249.01,175.8,232.22,82.23,97.56,186.29,142.91,76.59,225.39,250.11,130.76,46.46,176.81,104.89,143.87,,,28,965,0,29.24,
