Measurement Name :,20210617_Pairs_30C,,Generated On :,"17/06/2021, 12:24:21",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,
17.06.21 12:10:38,52.05,214.27,165.02,177.38,216.33,195.69,208.4,209.57,215.74,202.01,186.89,157.19,215.15,170.76,69.52,179.6,213.97,177.66,153.18,142.09,212.79,189.99,213.09,213.38,,30,965,34,32.96,
17.06.21 12:10:53,52.3,213.97,164.75,177.66,216.92,195.4,207.52,209.28,215.74,201.14,186.04,156.12,214.86,170.76,67.67,178.49,213.38,177.38,153.18,140.78,212.79,189.99,212.79,213.68,,30,965,34,32.94,
17.06.21 12:11:08,52.55,213.68,164.75,177.66,216.33,195.69,208.11,209.28,215.74,202.01,185.76,155.85,214.86,170.48,67.21,178.21,213.97,177.38,152.38,140.78,212.5,189.71,212.79,213.38,,30,965,34,32.93,
17.06.21 12:11:23,52.8,213.68,164.48,177.66,216.33,195.11,207.52,209.86,215.45,201.43,184.64,155.31,215.15,170.48,66.29,177.66,213.97,177.66,153.18,140.26,212.5,189.99,212.5,213.38,,30,965,34,32.94,
17.06.21 12:11:38,53.05,213.68,164.75,177.66,216.33,193.97,207.82,208.98,215.45,201.43,184.35,155.31,214.86,169.93,65.14,177.38,213.68,177.38,151.85,140.26,212.5,189.43,212.79,213.38,,30,965,34,32.93,
17.06.21 12:11:53,53.3,213.97,163.66,177.38,216.33,194.26,207.52,209.28,215.15,200.85,183.51,155.05,213.97,169.93,64.45,177.38,213.68,177.66,152.38,139.48,212.5,189.99,212.5,213.68,,30,965,34,32.91,
17.06.21 12:12:08,53.55,213.68,162.85,177.93,215.15,193.4,207.52,209.28,215.74,201.14,182.67,155.05,214.56,169.39,63.76,176.82,213.38,177.66,151.85,138.95,212.5,189.14,212.5,213.38,,30,965,34,32.9,
17.06.21 12:12:23,53.8,213.97,163.39,177.93,216.33,193.69,207.52,209.86,215.74,201.43,182.11,155.58,215.15,169.66,63.53,176.82,213.97,178.21,151.31,139.21,212.5,189.43,212.5,213.68,,30,965,34,32.9,
17.06.21 12:12:38,54.05,213.68,162.31,177.38,215.45,193.12,207.23,209.28,215.45,201.14,180.44,154.51,214.56,168.84,63.07,177.66,213.68,177.66,151.05,137.39,212.5,188.3,212.5,213.68,,30,965,34,32.9,
17.06.21 12:12:53,54.3,214.27,162.04,177.93,215.74,193.4,207.82,209.28,215.15,201.43,180.72,154.78,214.27,168.84,62.62,176.82,213.97,177.66,150.52,137.39,212.79,188.86,212.79,213.68,,30,965,34,32.89,
17.06.21 12:13:08,54.55,213.97,162.04,177.93,216.04,193.69,208.11,208.98,215.15,201.14,179.6,154.78,214.56,168.84,62.16,176.55,213.68,177.1,149.72,136.88,212.5,188.86,212.5,213.68,,30,965,34,32.89,
17.06.21 12:13:23,54.8,213.38,161.23,177.1,214.56,192.55,207.23,209.28,214.86,200.85,178.49,153.98,214.27,168.56,61.24,175.44,213.38,176.55,150.25,136.62,212.21,188.01,212.21,213.09,,30,965,34,32.88,
17.06.21 12:13:38,55.05,213.97,160.42,177.66,215.74,192.55,207.23,209.28,215.15,201.14,178.49,154.51,214.27,168.02,60.33,175.44,213.68,177.1,148.93,137.39,211.91,188.01,212.5,213.68,,30,965,34,32.86,
17.06.21 12:13:53,55.3,213.68,160.42,176.82,214.86,192.26,207.23,209.28,215.15,200.28,177.38,154.51,214.56,167.74,59.88,175.16,213.38,177.1,148.93,137.14,212.21,187.73,212.5,213.38,,30,965,34,32.86,
17.06.21 12:14:08,55.55,213.38,159.61,177.38,215.45,191.41,206.94,208.69,214.56,200.57,177.1,153.98,214.27,167.2,58.74,173.78,213.09,177.1,148.4,136.1,211.91,187.45,212.21,212.79,,30,965,34,32.86,
17.06.21 12:14:23,55.8,213.38,159.61,177.38,215.74,192.55,207.23,208.98,215.15,201.14,176.55,153.98,214.86,167.47,58.28,174.06,213.38,177.38,149.46,134.55,212.21,187.73,212.21,213.38,,30,965,34,32.83,
17.06.21 12:14:38,56.05,213.38,158.8,177.38,215.45,191.98,207.52,208.98,215.15,200.85,176.27,153.71,213.97,167.47,57.15,174.06,213.09,177.1,147.87,134.29,211.91,186.89,212.21,213.38,,30,965,34,32.83,
17.06.21 12:14:53,56.3,213.68,158.53,177.38,214.56,191.41,206.65,208.98,214.86,199.99,175.99,153.98,214.56,166.93,56.7,173.78,213.09,177.38,148.66,134.03,211.91,186.32,212.21,213.09,,30,965,34,32.83,
17.06.21 12:15:08,56.55,213.38,157.73,177.1,215.74,191.98,206.65,208.4,215.15,199.7,175.16,153.44,213.97,166.38,56.47,173.51,213.09,177.38,147.08,133.51,211.91,186.32,211.91,212.79,,30,965,34,32.82,
17.06.21 12:15:23,56.8,213.38,157.99,177.1,215.15,192.26,206.36,208.69,214.86,200.28,174.33,153.18,214.27,166.11,55.79,173.51,213.09,177.38,146.02,133.26,212.21,185.76,212.21,213.09,,30,965,34,32.79,
17.06.21 12:15:38,57.05,213.38,157.73,176.27,214.86,191.7,206.94,208.69,215.15,200.57,174.06,153.44,214.27,166.11,55.79,173.78,213.09,177.1,144.97,134.03,211.91,185.48,212.21,212.79,,30,965,34,32.79,
17.06.21 12:15:53,57.3,213.38,157.73,176.82,215.15,191.98,207.23,208.11,214.86,201.43,173.78,153.44,214.27,166.11,54.89,175.44,213.09,177.1,144.45,133.26,211.91,185.48,212.21,212.79,,30,965,34,32.79,
17.06.21 12:16:08,57.55,213.38,156.92,176.55,215.15,191.41,206.94,208.98,214.56,201.14,173.51,152.91,213.68,166.11,55.11,174.61,213.09,176.27,144.45,133.26,211.91,185.2,211.91,213.09,,30,965,34,32.79,
17.06.21 12:16:23,57.8,213.68,156.92,176.82,214.56,191.98,207.23,208.98,214.86,201.72,172.68,152.64,214.27,165.84,53.76,172.96,212.79,175.99,143.4,133,211.91,184.92,212.21,213.09,,30,965,34,32.76,
17.06.21 12:16:38,58.05,212.79,156.65,175.99,215.15,191.41,206.07,208.4,214.56,201.72,172.96,152.11,213.97,165.56,52.86,172.4,212.79,176.27,142.09,132.23,211.62,185.2,212.21,212.79,,30,965,34,32.76,
17.06.21 12:16:53,58.3,213.38,155.85,175.16,215.45,190.56,206.36,207.82,214.86,200.28,172.13,151.85,213.68,164.75,52.18,171.85,212.79,175.99,140.52,132.23,211.33,184.92,211.33,212.5,,30,965,34,32.76,
17.06.21 12:17:08,58.55,213.09,155.31,174.61,215.15,190.56,206.07,207.82,214.27,201.14,171.58,151.58,213.38,164.21,51.51,171.58,212.79,175.99,139.74,131.71,211.33,184.64,211.91,212.21,,30,965,34,32.76,
17.06.21 12:17:23,58.8,213.09,154.78,175.16,214.86,190.84,206.07,208.11,214.56,200.85,171.85,151.31,213.97,164.48,51.06,171.03,212.5,176.27,139.48,131.71,211.62,184.92,211.91,212.79,,30,965,34,32.75,
17.06.21 12:17:38,59.05,213.38,154.78,174.33,215.45,191.13,206.07,208.11,214.86,200.57,171.85,150.78,213.68,164.48,50.61,171.03,212.5,176.27,138.43,131.71,211.33,184.64,211.33,212.79,,30,965,34,32.75,
17.06.21 12:17:53,59.3,213.09,154.24,173.23,214.27,191.13,205.78,208.11,214.27,200.57,171.3,150.52,213.38,164.21,49.94,171.58,212.79,175.72,137.39,131.2,211.33,183.51,211.33,212.5,,30,965,34,32.74,
17.06.21 12:18:08,59.55,212.79,153.98,173.23,214.86,191.13,206.65,207.82,213.68,200.85,171.03,150.52,213.68,163.66,49.72,171.3,212.21,175.99,137.65,130.43,211.33,182.67,211.62,212.5,,30,965,34,32.72,
17.06.21 12:18:23,59.8,213.38,153.18,172.4,214.86,190.56,206.36,207.82,214.56,200.57,170.48,149.72,213.68,163.93,49.49,170.21,212.79,175.44,137.91,129.66,211.03,182.95,211.33,212.5,,30,965,34,32.72,
17.06.21 12:18:38,60.05,212.79,152.64,172.13,214.86,190.56,205.49,207.82,213.97,200.57,169.93,150.52,213.38,163.66,48.82,170.21,212.5,175.44,137.39,129.4,211.62,182.95,211.62,212.21,,30,965,34,32.72,
17.06.21 12:18:53,60.3,212.79,152.91,171.58,215.15,190.28,206.07,207.52,214.56,200.85,169.93,150.25,213.68,163.66,48.38,168.84,212.79,175.16,137.14,128.12,211.33,183.23,211.62,212.5,,30,965,34,32.71,
17.06.21 12:19:08,60.55,213.09,152.64,170.76,213.97,190.28,205.49,208.11,214.56,200.57,169.93,150.25,213.68,163.12,47.26,168.84,212.79,174.61,137.91,128.12,211.62,182.95,211.33,212.5,,30,965,34,32.69,
17.06.21 12:19:23,60.8,212.79,151.85,169.93,213.97,189.99,205.2,207.52,213.97,199.99,168.56,149.72,213.09,162.31,46.59,168.84,212.5,173.78,137.91,128.63,210.74,182.39,211.33,212.21,,30,965,34,32.69,
17.06.21 12:19:38,61.05,213.09,151.58,170.48,213.97,190.84,205.2,207.82,213.97,199.7,168.02,148.66,213.68,162.31,45.93,168.02,212.21,174.33,137.39,128.63,211.03,182.67,211.33,212.21,,30,965,34,32.68,
17.06.21 12:19:53,61.3,212.21,150.78,169.39,213.68,189.71,205.49,206.65,213.68,199.41,168.02,149.19,213.09,161.23,45.48,168.02,211.91,173.78,136.1,127.61,210.74,182.39,211.03,212.21,,30,965,34,32.68,
17.06.21 12:20:08,61.55,212.79,150.25,169.11,214.56,189.71,205.78,207.23,213.68,199.41,167.74,148.93,213.09,161.77,45.04,166.93,211.62,173.78,136.88,127.61,210.74,182.11,211.03,211.91,,30,965,34,32.66,
17.06.21 12:20:23,61.8,212.5,149.99,169.39,214.27,189.99,206.07,207.23,213.97,199.99,166.93,148.93,213.09,161.23,45.04,166.11,212.5,173.78,135.84,126.34,211.03,182.67,211.62,211.91,,30,965,34,32.65,
17.06.21 12:20:38,62.05,212.5,148.13,168.56,214.27,189.71,205.78,207.23,214.27,199.41,167.2,148.66,213.09,160.69,44.81,166.38,212.21,173.78,135.32,125.83,211.03,182.67,211.33,211.91,,30,965,34,32.65,
17.06.21 12:20:53,62.3,212.79,147.34,168.56,214.27,189.71,206.36,207.82,213.68,199.99,166.65,148.93,213.38,160.96,44.15,166.93,212.21,173.23,135.32,125.83,211.62,182.67,211.33,212.21,,30,965,34,32.64,
17.06.21 12:21:08,62.55,212.21,146.81,169.11,214.27,189.71,205.49,207.52,213.97,199.7,166.38,148.66,213.38,160.15,43.04,165.29,211.91,173.23,135.06,125.32,211.03,182.39,211.03,211.62,,30,965,34,32.63,
17.06.21 12:21:23,62.8,212.79,147.61,170.76,213.97,189.43,205.49,206.94,213.38,199.13,165.56,148.66,213.09,159.88,42.6,165.84,211.91,172.68,134.29,125.06,211.03,182.11,211.33,212.21,,30,965,34,32.61,
17.06.21 12:21:38,63.05,212.21,147.87,171.3,214.56,188.86,205.49,206.65,213.38,199.13,165.56,148.4,213.09,159.34,41.94,165.02,211.62,172.68,132.74,124.81,210.74,182.67,210.74,211.33,,30,965,34,32.63,
17.06.21 12:21:53,63.3,212.5,147.08,172.4,214.27,189.14,204.91,207.23,213.97,199.41,165.84,148.4,213.38,159.07,41.94,164.75,211.91,172.4,133,124.3,210.74,182.39,211.03,211.62,,30,965,34,32.61,
17.06.21 12:22:08,63.55,211.91,146.02,172.13,213.68,189.14,204.91,206.94,213.68,198.84,165.02,147.87,212.79,158.53,41.05,164.48,211.91,171.85,130.94,124.81,210.74,182.39,210.74,211.62,,30,965,34,32.61,
17.06.21 12:22:23,63.8,211.62,145.76,171.58,213.97,188.86,204.91,206.65,213.38,198.84,164.48,147.87,213.09,158.26,40.83,164.48,211.62,171.58,130.68,124.3,210.45,181.83,210.74,211.62,,30,965,34,32.6,
17.06.21 12:22:38,64.05,211.91,144.71,172.68,214.27,189.71,204.91,206.65,213.38,198.55,165.02,147.08,212.79,157.99,39.95,164.48,211.91,171.3,129.4,123.54,211.03,182.11,211.03,211.91,,30,965,34,32.58,
17.06.21 12:22:53,64.3,212.21,144.97,172.13,214.56,188.86,204.91,206.94,213.68,198.84,164.21,146.81,213.09,157.46,39.73,163.93,211.62,171.03,129.66,123.54,210.74,181.83,210.74,211.62,,30,965,34,32.58,
17.06.21 12:23:08,64.55,211.33,143.92,172.13,213.68,188.86,204.62,206.65,212.79,199.13,163.39,146.55,212.5,157.19,38.85,162.85,211.91,170.21,128.12,122.78,210.74,181.55,210.74,211.91,,30,965,34,32.58,
17.06.21 12:23:23,64.8,212.21,143.92,171.85,214.27,189.43,204.91,206.65,213.38,198.55,163.93,146.55,212.79,156.65,38.19,162.85,211.33,170.48,127.61,122.78,210.15,182.11,210.74,211.03,,30,965,34,32.58,
17.06.21 12:23:38,65.05,211.62,142.61,171.85,214.56,189.14,204.91,206.36,213.09,198.55,163.39,145.23,212.79,156.38,38.19,162.04,211.91,169.93,126.59,122.78,210.15,181.55,211.03,211.62,,30,965,34,32.55,
