Compound,Label,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark13C_Ambient-Pool_I19,Dark13C_Ambient-Pool_I20,Dark13C_High-Pool_I39,Dark13C_High-Pool_I40
FAD,27,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succinate,0,0.99194948,0.900866743,0.99138823,0.876058127,1,0.999845452,0.999093772,1,0.999705052,0.999582952,0.999803795,1,1,0.998149718,0.999709394,1,1,0.594453423,0.607907665,0.755884257,0.654705102,0.62496208,0.647621183,0.66003022,0.745204321,0.601456347,0.648230127,0.652429769,0.65313089,0.985153965,0.972917052,0.988743512,0.979433484
Succinate,1,0.00805052,0.099133257,0.00861177,0.123941873,0,0,0.000838944,0,0,0.000417048,0,0,0,0.001664479,0.000290606,0,0,0.191428118,0.180802123,0.112000519,0.156006862,0.176097875,0.172920635,0.161840701,0.112322718,0.193497577,0.172452228,0.165823364,0.165618042,0.014846035,0.027082948,0.011256488,0.020566516
Succinate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145299601,0.138534254,0.086715507,0.123256074,0.132394819,0.121358696,0.11792936,0.09544424,0.13789135,0.125042225,0.121971651,0.117492155,0,0,0,0
Succinate,3,0,0,0,0,0,0.000154548,6.73E-05,0,0.000294948,0,0.000196205,0,0,0.000185803,0,0,0,0.059351602,0.062767146,0.039314859,0.056123074,0.057603513,0.050468107,0.052433439,0.045027651,0.058534538,0.048651488,0.051550559,0.055301818,0,0,0,0
Succinate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009467256,0.009988811,0.006084857,0.009908888,0.008941713,0.007631379,0.007766279,0.00200107,0.008620188,0.005623932,0.008224657,0.008457095,0,0,0,0
N-acetyl-glutamate,0,0.72381385,0.73794307,1,1,1,1,0.990955535,0.988214389,1,1,1,1,1,0.980053662,0.995739661,1,1,0.558198174,0.607524733,0.63225307,0.667744701,0.664998367,0.686292562,0.508418136,0.795249429,0.569880842,0.710939376,0.599862518,0.497354931,0.967901882,1,1,1
N-acetyl-glutamate,1,0,0,0,0,0,0,0,0.011785611,0,0,0,0,0,0.019946338,0.004260339,0,0,0.169577497,0.16071192,0.116785382,0.122309543,0.128598044,0.106145654,0.19748866,0.057803941,0.15860479,0.120382082,0.187915602,0.212455757,0,0,0,0
N-acetyl-glutamate,2,0.27618615,0.176051415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13171261,0.122108531,0.141976787,0.119216098,0.097205287,0.091716921,0.161754183,0.105733907,0.149668485,0.09805468,0.119994112,0.15315858,0.032098118,0,0,0
N-acetyl-glutamate,3,0,0.086005514,0,0,0,0,0.009044465,0,0,0,0,0,0,0,0,0,0,0.087145633,0.07495654,0.073895099,0.06798782,0.08296049,0.079654997,0.05630929,0.041212724,0.06885285,0.070623861,0.062570088,0.118129566,0,0,0,0
N-acetyl-glutamate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053366087,0.034698277,0.035089663,0.022741838,0.026237812,0.036189867,0.076029732,0,0.052993032,0,0.02965768,0.018901166,0,0,0,0
N-acetyl-glutamate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-acetyl-glutamate,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-acetyl-glutamate,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inositol,0,0.773772311,0.839698692,0.657909448,0.843833201,0.760493265,1,1,1,1,1,1,1,1,1,1,1,1,0.992559729,0.991385592,0.986635418,0.990830147,0.994862473,0.988902839,0.993764787,0.989380818,0.99450495,0.993614212,0.993769804,0.988224939,0.997767448,1,1,1
Inositol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431265,0.00501697,0.000992299,0.001372567,0.004872248,0,0.005432006,0,0,0.00064264,0.004381767,0,0,0,0
Inositol,2,0.20942189,0.160301308,0.342090552,0.156166799,0.239506735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inositol,3,0.016805799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003845078,0.004116028,0.004407569,0.004778822,0.002699374,0.003648867,0.003519964,0.003307936,0.003189773,0.003943378,0.002466873,0.004887005,0,0,0,0
Inositol,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003595193,0.003067116,0.003940043,0.003398731,0.001065586,0.002576046,0.002715249,0.00187924,0.002305278,0.00244241,0.003120683,0.002506289,0.002232552,0,0,0
Inositol,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inositol,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),0,,1,,,,1,0.996022538,1,1,1,1,1,1,1,1,1,1,0.974237526,0.996672535,0.981509326,0.992282181,0.979743137,0.982766974,0.995688495,1,0.99593835,1,1,0.992493455,1,1,1,1
Glycerophosphocholine (+HAc),1,,0,,,,0,0.003977462,0,0,0,0,0,0,0,0,0,0,0.025762474,0.003327465,0.018490674,0.007717819,0.020256863,0.017233026,0.004311505,0,0.00406165,0,0,0.007506545,0,0,0,0
Glycerophosphocholine (+HAc),2,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),3,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),4,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),7,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),9,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine (+HAc),10,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a-ketoglutarate,0,0.695427387,0.856869596,0.699367837,0.731855865,0.660205169,0.994853046,0.998152898,0.999263279,0.992759864,0.991671294,0.995104901,0.990272717,0.999829606,0.999347875,0.994674473,0.994935088,1,0.714419277,0.69437681,0.717680126,0.695093753,0.733548398,0.732434678,0.715777029,0.674945404,0.700452965,0.734490337,0.721104595,0.713415811,0.94155547,0.953178555,0.915717029,0.94361943
a-ketoglutarate,1,0,0,0,0,0.0077386,0.004547827,0.001256321,0,0.002935512,0.008328706,0,0.009727283,0,0,0.002675819,0.004085648,0,0.134737823,0.130599877,0.111938401,0.127618473,0.121440522,0.119305124,0.124184695,0.130681585,0.127291949,0.123481809,0.117118944,0.125650129,0.055130977,0.045210225,0.08085168,0.052536331
a-ketoglutarate,2,0.304572613,0.143130404,0.260025205,0.241765824,0.302467134,0,0,0,0.003008939,0,0.000266523,0,0,0.000652125,0.000367286,0,0,0.08827911,0.09598545,0.090085542,0.091552857,0.076769349,0.085567531,0.087018053,0.108468422,0.094477751,0.079521642,0.084761216,0.088269816,0,0,0.002721636,0.003186241
a-ketoglutarate,3,0,0,0,0.026378311,0.029589097,0.000599127,0,0,0.001295685,0,0.004628576,0,0.000170394,0,0.002282421,0.000979264,0,0.045056626,0.058091323,0.05902067,0.060926612,0.04741644,0.047314802,0.05209461,0.054369762,0.057691679,0.046896193,0.055128854,0.052383128,0.003313553,0.001611219,0.000709655,0.000657998
a-ketoglutarate,4,0,0,0.040606958,0,0,0,0.00059078,0.000736721,0,0,0,0,0,0,0,0,0,0.017507164,0.020946541,0.021275262,0.024808305,0.02082529,0.015377865,0.020925612,0.031534828,0.020085656,0.01561002,0.021886392,0.020281116,0,0,0,0
a-ketoglutarate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asparagine,0,1,0.62555872,0.502524285,1,0.337025787,0.999820683,1,1,1,0.997865588,0.986429715,0.99310391,0.995180016,0.996028561,0.995309482,0.981070213,0.992249485,0.909499664,0.879928381,0.903403622,0.922228236,0.926809142,0.917660903,0.844519015,0.896896099,0.794520118,0.932265498,0.836200476,0.815496728,0.966406786,0.990354886,0.977219547,0.976574971
Asparagine,1,0,0,0,0,0,0.000179317,0,0,0,0,0.013570285,0,0.004819984,0.003971439,0.004690518,0.008539887,0.007750515,0.0389397,0.044596558,0.037567622,0.039759671,0.019905918,0.042532945,0.061581276,0.016517746,0.075916726,0.045609789,0.0552534,0.065023267,0.02309665,0.008505254,0.010444871,0.020406077
Asparagine,2,0,0.37444128,0.497475715,0,0.423943274,0,0,0,0,0.002134412,0,0.00689609,0,0,0,0.0103899,0,0.031304091,0.040970981,0.046911669,0.024218775,0.028693237,0.017081403,0.05550694,0.030503363,0.067389651,0.01802465,0.056495014,0.060474066,0.010496565,0.00113986,0.012335581,0.003018953
Asparagine,3,0,0,0,0,0.239030939,0,0,0,0,0,0,0,0,0,0,0,0,0.016412277,0.030449784,0.012117086,0.013793318,0.021165681,0.019661369,0.027977705,0.04750903,0.049688543,0,0.042337829,0.051210546,0,0,0,0
Asparagine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003844267,0.004054296,0,0,0.003426022,0.003063379,0.010415064,0.008573762,0.012484961,0.004100064,0.009713281,0.007795393,0,0,0,0
Serine,0,0.455584296,0.585965603,0.410445231,0.214879151,0.39862009,0.985252339,0.995561314,0.993680043,0.984323526,0.997453741,0.977880518,0.992824696,0.995483564,0.994969448,0.997997194,0.998915205,0.993894866,0.864129112,0.864277307,0.965025296,0.870408569,0.90524312,0.90740351,0.929730419,0.904779082,0.870652223,0.834417892,0.862934489,0.814585081,0.983140262,0.983311203,0.998838841,0.990817578
Serine,1,0,0,0,0,0,0,0.001639519,0.0030012,0.001736557,0,0.005019261,0,0.003243018,0.001683703,0,0,0,0.073394892,0.070934937,0.015932397,0.066869723,0.052424999,0.050688307,0.036983358,0.053507004,0.068314648,0.132330729,0.106294792,0.100679869,0.00273991,0.010235198,0,0.006216507
Serine,2,0.471257416,0.332250747,0.589554769,0.785120849,0.475201437,0.014169157,0.002160508,0.002836842,0.013939917,0.002546259,0.01503072,0.007175304,0.001273418,0.002498231,0.002002806,0.001084795,0.006105134,0.049553224,0.047677966,0.014356069,0.046359784,0.033039543,0.031491383,0.024797994,0.035282297,0.048911951,0.00720066,0.014288427,0.063524146,0.014119828,0.006453599,0.001161159,0.002965915
Serine,3,0.073158288,0.08178365,0,0,0.126178474,0.000578503,0.00063866,0.000481915,0,0,0.0020695,0,0,0.000848618,0,0,0,0.012922772,0.017109791,0.004686238,0.016361924,0.009292337,0.0104168,0.008488228,0.006431618,0.012121178,0.026050718,0.016482293,0.021210904,0,0,0,0
Glutamine,0,1,1,1,0.877389807,0.903776066,0.998964306,0.99823112,0.998439255,1,1,1,1,0.999080506,1,0.999644471,1,1,0.805906254,0.797737441,0.802267268,0.809328079,0.808995581,0.794776205,0.717295725,0.722699411,0.702860617,0.744800905,0.728274239,0.707262715,0.952245127,0.950052091,0.932577559,0.923714013
Glutamine,1,0,0,0,0,0,0.001035694,0.00176888,0.001560745,0,0,0,0,0.000919494,0,0.000355529,0,0,0.06621659,0.064048438,0.057706212,0.059519311,0.060873914,0.071040919,0.083026033,0.074027729,0.09297591,0.077813728,0.084733856,0.08789998,0.047754873,0.049947909,0.067422441,0.076285987
Glutamine,2,0,0,0,0,0.096223934,0,0,0,0,0,0,0,0,0,0,0,0,0.059252379,0.062108375,0.061940121,0.055521014,0.05939993,0.063127923,0.088917086,0.08324033,0.09286736,0.082555205,0.083076053,0.09097981,0,0,0,0
Glutamine,3,0,0,0,0.122610193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045234459,0.049936346,0.051119564,0.049990814,0.047718599,0.04719775,0.070350738,0.07385624,0.072781243,0.063576239,0.06686513,0.07403087,0,0,0,0
Glutamine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019762375,0.022021664,0.022747558,0.02085377,0.019495408,0.020172976,0.033203622,0.038109687,0.032781329,0.026421013,0.031802321,0.033295673,0,0,0,0
Glutamine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003627943,0.004147737,0.004219277,0.004787012,0.003516567,0.003684227,0.007206796,0.008066603,0.005733542,0.004832909,0.005248401,0.006530952,0,0,0,0
S-adenosyl-L-homocysteine,0,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S-adenosyl-L-homocysteine,1,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,2,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,3,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,4,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,5,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,6,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,7,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,8,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,9,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,10,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,11,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,13,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S-adenosyl-L-homocysteine,14,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Methionine sulfoxide,0,0,0.097206288,0.033368937,0.054382988,0.052830738,1,1,1,1,1,1,1,1,1,1,1,1,0.093350753,0.113282643,0.173243121,0.139734081,0.275894537,0.241147934,0.132450894,0.166719597,0.115368242,0.041159595,0.094509005,0.084616941,0.1872463,0.112576383,0.065664083,0.254512376
Methionine sulfoxide,1,0.797252566,0.719107466,0.855107946,0.911564767,0.895785512,0,0,0,0,0,0,0,0,0,0,0,0,0.663026771,0.660395691,0.668107971,0.688441741,0.581127549,0.559674062,0.627376758,0.668908143,0.626108227,0.761406791,0.718521407,0.731458563,0.797331646,0.866124006,0.920569992,0.714059212
Methionine sulfoxide,2,0.062336837,0.083759691,0.080095245,0.034052246,0.051383749,0,0,0,0,0,0,0,0,0,0,0,0,0.081180985,0.077640048,0.05713481,0.050639246,0.051924146,0.063066752,0.069752582,0.06543128,0.074891289,0.072023221,0.063521855,0.065249103,0.015422053,0.021299611,0.013765925,0.031428412
Methionine sulfoxide,3,0,0,0.031427873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068860218,0.059467243,0.040435314,0.055232678,0.036240884,0.055459934,0.071706485,0.044959166,0.072345458,0.054264754,0.057883687,0.044788127,0,0,0,0
Methionine sulfoxide,4,0.140410597,0.099926554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06181376,0.05990297,0.037478146,0.04433836,0.037573056,0.052801983,0.064670891,0.034876865,0.074869162,0.063887685,0.05085372,0.04582271,0,0,0,0
Methionine sulfoxide,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031767513,0.029311405,0.023600638,0.021613895,0.017239828,0.027849335,0.034042389,0.01910495,0.036417622,0.007257953,0.014710326,0.028064555,0,0,0,0
Glycine,0,1,0.86582139,1,1,1,0.997518605,0.996602744,0.999269073,0.999144106,0.997047955,0.992582396,0.997578673,0.998736652,0.998309734,0.995793053,0.99660646,0.997841123,0.974042229,0.98613647,0.996467823,0.985273919,0.985100008,0.985986157,0.991474499,0.992419652,0.984236627,0.967692161,0.985582479,0.973408154,0.997015729,1,0.997268738,0.997458804
Glycine,1,0,0.13417861,0,0,0,0.00116733,0.003167044,0.000730927,0.000855894,0.002952045,0.007417604,0.002421327,0.000968446,0.001172103,0.003975861,0.003050264,0.002158877,0.019953193,0.009552572,0.002862875,0.011465346,0.01310897,0.008722911,0.00569798,0.004217859,0.012107265,0.032307839,0.014417521,0.019743047,0.002984271,0,0.002731262,0.002541196
Glycine,2,0,0,0,0,0,0.001314065,0.000230212,0,0,0,0,0,0.000294902,0.000518164,0.000231086,0.000343276,0,0.006004578,0.004310958,0.000669301,0.003260734,0.001791023,0.005290932,0.002827521,0.00336249,0.003656109,0,0,0.006848799,0,0,0,0
Threonine,0,1,1,1,1,1,1,1,0.998854567,1,1,1,1,1,1,1,0.998189578,0.997933687,0.990748492,0.977780922,0.97314932,0.988831179,0.977058954,0.986016761,0.976064599,0.953602046,0.989871018,0.985074186,0.996096782,0.972868162,0.983513707,0.991221707,0.991519392,0.994028478
Threonine,1,0,0,0,0,0,0,0,0.001145433,0,0,0,0,0,0,0,0.001810422,0.002066313,0.009251508,0.022219078,0.02685068,0.011168821,0.022941046,0.013983239,0.023935401,0.046397954,0.010128982,0.014925814,0.003903218,0.027131838,0.016486293,0.008778293,0.008480608,0.005971522
Threonine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Threonine,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Threonine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alanine,0,0.981859184,0.952958373,0.951454456,0.908055611,0.961496654,0.996136197,0.998071564,1,1,0.998906236,0.99821558,0.998720263,1,0.993765015,1,0.99950166,1,0.732211335,0.71101502,0.724421091,0.71190496,0.757600551,0.762699935,0.710398272,0.677175693,0.694112692,0.768196055,0.707973793,0.697175805,0.996871609,1,1,0.975899697
Alanine,1,0.018140816,0.005883125,0.048545544,0.031928697,0.038503346,0.003863803,0.001928436,0,0,0.001093764,0.00178442,0.001279737,0,0.006234985,0,0.00049834,0,0.146822105,0.136324745,0.123018055,0.146227224,0.115988045,0.11987483,0.137694379,0.144570131,0.158183671,0.107251016,0.13789459,0.141978169,0.003128391,0,0,0.024100303
Alanine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090500925,0.114275472,0.110044511,0.105990506,0.096516329,0.093378048,0.111281436,0.138921781,0.113344109,0.097306461,0.10719593,0.141331905,0,0,0,0
Alanine,3,0,0.041158501,0,0.060015692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030465635,0.038384763,0.042516343,0.03587731,0.029895076,0.024047187,0.040625913,0.039332395,0.034359527,0.027246468,0.046935688,0.019514121,0,0,0,0
Hydroxyproline,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hydroxyproline,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxyproline,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxyproline,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxyproline,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroxyproline,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypotaurine,0,,,,,,1,,,1,,1,1,,,,,,1,1,,1,,1,,,1,1,1,1,,1,,
Hypotaurine,1,,,,,,0,,,0,,0,0,,,,,,0,0,,0,,0,,,0,0,0,0,,0,,
Hypotaurine,2,,,,,,0,,,0,,0,0,,,,,,0,0,,0,,0,,,0,0,0,0,,0,,
Uric acid,0,1,1,,,,1,1,1,1,,1,,1,1,,,1,1,1,,1,1,1,1,,1,1,1,1,1,,,1
Uric acid,1,0,0,,,,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,,0
Uric acid,2,0,0,,,,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,,0
Uric acid,3,0,0,,,,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,,0
Uric acid,4,0,0,,,,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,,0
Uric acid,5,0,0,,,,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,0,,,0
Thiamine,0,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1
Thiamine,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,3,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,4,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,5,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,6,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,7,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,8,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,9,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,10,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,11,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Thiamine,12,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0
Proline,0,1,0.989995749,1,1,1,0.997710309,0.999387674,0.988399025,0.997110782,1,1,0.998230848,1,1,1,0.991998686,1,0.881929674,0.882584974,0.883817276,0.856861458,0.88269845,0.868403652,0.839323348,0.790052726,0.886640687,0.815458871,0.831150631,0.852805711,1,0.999636751,1,0.985120159
Proline,1,0,0.010004251,0,0,0,0.001430048,0,0.011600975,0.001518792,0,0,0.001769152,0,0,0,0.008001314,0,0.04333624,0.031253053,0.029133839,0.046864732,0.035193563,0.049843232,0.042178415,0.062872204,0.034536895,0.056371593,0.05828252,0.036439904,0,0.000363249,0,0.014879841
Proline,2,0,0,0,0,0,0.000859643,0.000612326,0,0.000186161,0,0,0,0,0,0,0,0,0.043811022,0.043487633,0.042222451,0.048906586,0.039489868,0.038861717,0.055022407,0.077742478,0.03873919,0.067440601,0.050982668,0.056982742,0,0,0,0
Proline,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023008053,0.032330992,0.030586945,0.034473031,0.034772488,0.02931237,0.043412248,0.05718482,0.030229984,0.040351566,0.043031394,0.033806707,0,0,0,0
Proline,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007915011,0.007875512,0.014239488,0.009612702,0.004832191,0.012051743,0.017667803,0.012147771,0.006955284,0.019064568,0.016552787,0.019964936,0,0,0,0
Proline,5,0,0,0,0,0,0,0,0,0.001184265,0,0,0,0,0,0,0,0,0,0.002467836,0,0.003281491,0.00301344,0.001527284,0.002395779,0,0.00289796,0.0013128,0,0,0,0,0,0
Sorbitol,0,0.52731818,0.467558362,0.539238465,0.605537039,0.361038183,0.994781848,0.99936779,0.992173351,0.999278935,0.998807038,0.999021505,1,0.992992558,0.98980812,0.993929424,0.997007758,0.990360196,0.896717546,0.90155226,0.915371122,0.891924354,0.926859373,0.895988877,0.936103515,0.936108051,0.90502147,0.93356044,0.927670649,0.933795627,0.996712794,1,0.999427266,0.999479399
Sorbitol,1,0.002071583,0.100735893,0,0,0,0,0,0,0,0,0.000727105,0,0.006134245,0,0.000684651,0,0,0.023451687,0.011011626,0.009971811,0.011723177,0.009685436,0.018212424,0.006059241,0.005118395,0.014097799,0.007747609,0.001009965,0.00585434,0,0,0,0
Sorbitol,2,0.40956999,0.431705745,0.460761535,0.394462961,0.327567789,0.005065052,0.000429985,0.007826649,0.000538076,0.000840762,0.000101639,0,0.000500014,0.009976729,0.004804443,0.002333195,0.009639804,0.013548687,0.012747153,0.011649502,0.016522432,0.007357179,0.011581611,0.006583063,0.011269271,0.015068581,0.011861365,0.016139811,0.013433299,0.003287206,0,0,0.000520601
