label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Blank4,Blank5,12C_Ambient-A1_I7,12C_Ambient-A2_I8,12C_Ambient-A3_I9,12C_Ambient-A4_I10,12C_Ambient-A5_I11,12C_Ambient-A6_I12,12C_High-H1_I27,12C_High-H2_I28,12C_High-H3_I29,12C_High-H4_I30,12C_High-H5_I31,12C_High-H6_I32,13C_Ambient-A1_I1,13C_Ambient-A2_I2,13C_Ambient-A3_I3,13C_Ambient-A4_I4,13C_Ambient-A5_I5,13C_Ambient-A6_I6,13C_High-H1_I21,13C_High-H2_I22,13C_High-H3_I23,13C_High-H4_I24,13C_High-H5_I25,13C_High-H6_I26,Dark-13C_Ambient-Pool_I19,Dark-13C_Ambient-Pool_I20,Dark-13C_High-Pool_I39,Dark-13C_High-Pool_I40
,124,124,15,173.009354,9.781,0.812521,[M-H]-,C12 PARENT,Aconitate,Aconitate,C6H6O6,0.569,1.058357,173.009354,28026.02,14940.85,6026.94,7386.37,7964.23,557675.31,1727974.38,299242.72,377125.25,899476.69,389158.16,680207.06,1194144.75,810396.81,645989.44,375892.47,550974.81,464323,461025.25,309282.25,288892.16,436573.84,583023.19,394270.34,222202.45,404208.84,402491.84,296015.97,363047.09,288401.41,464089.09,327968.22,368120.72
,124,132,22,174.012741,9.811,0.839477,,C13-label-1,Aconitate,Aconitate,C6H6O6,0.539,1.315318,173.009354,2175.81,1043.71,575.34,537.08,568.06,36299.84,118351.04,16221.7,27585.08,57884.9,26280.22,44195.95,77499.85,54936.48,45158.62,21806.73,39134.19,160184.77,143299.89,88454.57,88384,129743.5,178590.42,133693.89,72828.15,147909.48,132629.69,108968.75,127590.09,27761.72,52910,50858.02,54499.65
,124,133,14,175.01622,9.766,0.850612,,C13-label-2,Aconitate,Aconitate,C6H6O6,0.584,2.005259,173.009354,0,0,0,0,0,0,771.75,581.86,0,0,0,0,0,0,0,0,0,138331.19,152081.78,86040.74,79095.17,111266.45,166625.41,106473.41,56503.62,122246.84,87013.37,88739.66,107640.84,716.83,1587.41,1045.43,2509.42
,124,134,11,176.019485,9.771,0.839661,,C13-label-3,Aconitate,Aconitate,C6H6O6,0.579,1.473699,173.009354,0,0,0,0,0,0,0,0,1844.6,0,0,0,0,0,4769.31,0,0,125013.5,154005.42,83192.69,69301.96,106480.52,152034.69,85929,49582.52,97244.55,73990.98,83096.41,111342.62,0,0,0,0
,124,135,12,177.023026,9.774,0.833682,,C13-label-4,Aconitate,Aconitate,C6H6O6,0.576,2.499709,173.009354,0,0,0,0,548.9,0,669.45,0,0,0,834.02,0,0,0,0,0,0,77405.91,106737.47,55163.77,51094.64,72596.31,101471.19,55732.29,30011.01,60148.29,48479.38,54591.36,73800.06,0,563.12,0,0
,124,136,12,178.026123,9.864,0.837497,,C13-label-5,Aconitate,Aconitate,C6H6O6,0.486,1.028533,173.009354,2603.07,1065.47,633.28,602.36,0,0,0,0,596.04,0,0,0,718.36,716.59,0,0,720.83,32448.73,45960.81,21600.91,21082.55,28203.53,36897.97,22502.9,13721.9,23142.6,17652.68,21894.47,28529.82,608.48,1264.81,0,0
,124,137,7,179.029678,9.737,0.828251,,C13-label-6,Aconitate,Aconitate,C6H6O6,0.613,2.130767,173.009354,0,0,0,0,578.49,0,0,0,0,0,0,0,0,0,0,0,0,4235.47,7313.8,3430.81,2677.94,5332.36,5487.92,2951.64,1385.08,4576.48,2732.45,3899.93,3097.02,0,0,0,0
,138,138,28,565.048828,10.071,0.852349,[M-H]-,C12 PARENT,UDP-D-Glucose,UDP-D-Glucose,C15H24N2O17P2,0.269,1.944319,565.048828,0,0,0,0,0,35249.46,211434.55,235551.7,10608.79,36788.19,15809.33,87244.88,376443.78,173036.94,174419.89,209809.17,98134.27,12770.07,59979.31,41895.46,11750.32,50756.46,8842.47,83746.84,30429.92,44378.66,11892.6,49896.65,38892.49,96023.68,91007.85,193439.2,175923.25
,138,145,26,566.052063,10.07,0.848778,,C13-label-1,UDP-D-Glucose,UDP-D-Glucose,C15H24N2O17P2,0.27,1.617393,565.048828,0,0,0,0,0,5798.73,40202.89,32791.02,2307.48,7371.6,2352.05,13109.16,61039.61,30255.58,30172.63,37703.13,15685,8863.7,34885.86,28487.45,8604.82,31099.29,4587.5,35591.33,14384.58,21482.01,3657.15,24428.33,19137.13,24303.7,21974.12,57531.67,45432.8
,138,146,9,567.05426,10.049,0.832879,,C13-label-2,UDP-D-Glucose,UDP-D-Glucose,C15H24N2O17P2,0.291,0.430542,565.048828,0,0,1577.48,1083.94,713.03,1042.23,8531.53,11503.7,0,0,680.66,2747.32,17497.03,9609.03,7768.78,7387.09,5566.55,7176.83,30372.25,23138.66,5853.5,22966.4,4378.64,25469.61,13135.28,17247.62,1919.11,19182.62,15571.32,4718.2,5132.23,14320.29,14072.88
,138,147,6,568.058167,10.082,0.821581,,C13-label-3,UDP-D-Glucose,UDP-D-Glucose,C15H24N2O17P2,0.258,0.644672,565.048828,0,0,0,0,0,0,930.2,2102.93,897.93,0,0,0,1142.21,910.74,1662.62,680.65,0,5658.27,18858.5,16405.78,1646.18,14936.21,1593.24,16460.93,6827.58,12257.02,1261.58,12685.11,10896.67,0,0,2002.24,2750.29
,138,148,9,569.060974,10.096,0.843851,,C13-label-4,UDP-D-Glucose,UDP-D-Glucose,C15H24N2O17P2,0.244,0.321768,565.048828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.57,13793.58,9974.82,3156.36,7654.57,1093.53,11405.27,4813.07,7548.55,0,9673.35,7876.48,851.61,0,661.52,704.54
,138,149,8,570.066467,10.067,0.839913,,C13-label-5,UDP-D-Glucose,UDP-D-Glucose,C15H24N2O17P2,0.273,3.426147,565.048828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648.83,0,0,708.45,8085.02,4582.17,990.7,3939.43,0,5902.28,4189.6,4859.88,0,4536.75,3010.11,0,0,662.13,746.13
,150,150,28,547.122009,10.141,0.850288,[M-H]-,C12 PARENT,CDP-Choline (+HAc),CDP-Choline (+HAc),C16H30N4O13P2,0.149,1.45024,547.122009,0,0,0,0,0,45259.6,68045.95,40588.48,27024.41,20991.79,22667.18,29774.09,70919.49,49012.16,36187.61,26600.83,37461.73,54000.71,73942.75,37508.49,23761.92,47981.2,42278.96,56453.82,18677,52905.82,30672.48,32109.44,34394.97,22107.11,28537.73,28233.94,27457.54
,150,151,18,548.124695,10.143,0.843594,,C13-label-1,CDP-Choline (+HAc),CDP-Choline (+HAc),C16H30N4O13P2,0.147,0.222705,547.122009,0,0,0,0,0,7445.48,11958.43,7631.73,3600.06,3362.12,3890.45,7658.24,10803.9,8916.83,7031.84,4607.2,6167.85,9747.67,13914.55,5717.91,4621.38,9911.55,9061.45,9932.08,1392.08,9375.45,4907.31,6178.45,6345.39,1674.58,3009,4881.35,4917.4
,150,153,1,549.127258,10.157,0.818632,,C13-label-2,CDP-Choline (+HAc),CDP-Choline (+HAc),C16H30N4O13P2,0.133,1.222642,547.122009,0,0,0,0,0,1678.87,2290.96,2018.14,989.81,0,0,0,2888.64,1357.97,754.77,0,1841.06,3575.11,2873.93,0,742.71,945.52,813.77,806.95,0,1969.22,0,826.66,1781.55,0,0,706.49,977.45
,155,155,28,323.029022,9.893,0.836465,[M-H]-,C12 PARENT,UMP,UMP,C9H13N2O9P,0.257,1.322626,323.029022,0,0,2469.19,2513.98,1212.07,2079724.88,2140284,516496.66,1662704.62,1254857.62,1330982,1219609.12,1099135.88,1173410.88,818372,1000580.69,1427563,2608816.5,2048555.5,1284778.38,1501175.88,2137338.25,2947506,2004684,954894.19,2180015.25,2212711.25,1404144.12,1592086.12,623363.75,875172.81,291337.53,401348.09
,155,163,28,324.03241,9.9,0.854941,,C13-label-1,UMP,UMP,C9H13N2O9P,0.25,1.412712,323.029022,0,0,777.87,0,0,211279.38,203984.02,48991.2,153236.62,130699.16,139927.55,115632.03,106233.2,110102.04,77489.77,96029.16,141311.39,382852.66,296649,187743.95,202358.25,300113.75,443346.5,303158.03,138866.25,335448.59,332284.56,210323.44,239933.12,83971.1,131402.7,48504.5,67707.02
,155,164,28,325.034668,9.887,0.852001,,C13-label-2,UMP,UMP,C9H13N2O9P,0.263,1.971691,323.029022,0,0,0,0,0,47178.91,155565.89,995527.25,34917.76,219623.23,31833.63,24927.46,157256.77,87909.77,807442.81,2309156.75,100483.04,122976.12,95639.59,159583.98,66867.05,95275.43,149678.61,120214.66,45332,113751.88,85241.36,65263.41,72496.52,15157.64,22759.53,127717.31,213382.95
,155,165,25,326.038422,9.886,0.848628,,C13-label-3,UMP,UMP,C9H13N2O9P,0.264,0.748809,323.029022,0,0,0,0,0,2524.44,15829.52,90338.41,3634.2,20080.94,2112.89,0,15713.71,6485.69,74924.66,224467.58,8448.72,69575.6,52695.79,36448.11,30839.89,36103.37,69376.91,45825.08,21660.19,57088.97,40340.01,28669.08,32791.72,1794.94,3124.94,11199.73,19810.82
,155,166,18,327.040802,9.861,0.846349,,C13-label-4,UMP,UMP,C9H13N2O9P,0.289,3.732557,323.029022,0,0,0,0,0,902.64,1624.06,18941.38,0,5664.72,1079.46,0,5953.95,1070.87,13937.94,42266.75,1439.25,36393.45,29287.84,20579.38,21083.94,19048.9,34552.5,28235.52,14208.87,33517.96,25030.1,17622.86,23514.58,778.76,821.62,2030.04,4188.99
,155,167,13,328.045013,9.834,0.846951,,C13-label-5,UMP,UMP,C9H13N2O9P,0.316,1.116342,323.029022,0,0,0,0,0,2307.55,1689.6,0,766.37,1142.93,0,0,1161.97,1344.63,0,4096.33,1497.48,16233.17,16323.3,11169.79,10788.38,11438.79,16750.15,17181.97,10661.31,20174.74,14714.4,12018.44,13947.92,778.02,1112.4,0,0
,155,168,10,329.048798,9.902,0.842949,,C13-label-6,UMP,UMP,C9H13N2O9P,0.248,0.18549,323.029022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910.5,5950.39,2569.6,1854.38,3655.41,6126.13,5786.17,1975.56,8731.36,3245.04,4706.33,6875.65,0,0,0,0
,169,169,27,229.01207,10.202,0.830253,[M-H]-,C12 PARENT,Ribose phosphate,Ribose phosphate,C5H11O8P,0.102,0.799546,229.01207,2815.75,1217.91,619.58,0,778.19,178644.25,240472.61,25369.09,138703.7,109051.94,88907.12,52232.95,55171.05,58148.41,30747.68,44220.98,51749.04,149612.73,147620.03,80294.02,118964.26,220416.69,112582.8,82366.6,23658.76,70524.75,67994.26,76492.3,41364.91,32339.66,26057.42,15831.55,15832.4
,169,175,18,230.01564,10.22,0.836942,,C13-label-1,Ribose phosphate,Ribose phosphate,C5H11O8P,0.12,1.791131,229.01207,0,0,0,0,0,10656.42,14027.16,880.57,7560.3,6954.84,4130.57,1285.72,2790.33,4426.14,1338.24,2388.57,2517.9,26019.2,25001.83,12553.06,17536.79,30439.12,20819.89,12065.41,3274.39,10481.54,13198.61,10842.68,7864.81,1240.71,885.18,769.5,893.26
,169,176,9,231.018677,10.258,0.809842,,C13-label-2,Ribose phosphate,Ribose phosphate,C5H11O8P,0.158,0.3963,229.01207,0,0,718.5,708.5,554.63,1630.67,1688.91,792.15,841.13,0,765.36,0,572.69,1752.11,1249.92,0,572.53,13972.26,16389.96,7959.07,10431.29,15501.07,11820.76,6490.12,3599.71,8446.13,4781.94,7984.9,6530.05,0,0,0,768.36
,169,177,7,232.022217,10.205,0.802286,,C13-label-3,Ribose phosphate,Ribose phosphate,C5H11O8P,0.105,1.18376,229.01207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9784.93,11827.15,5896.63,8504.18,11086.42,6379.42,3696.33,1593.71,5175.78,5038.55,3539.69,1303.75,0,0,0,0
,169,178,4,233.025497,10.241,0.82744,,C13-label-4,Ribose phosphate,Ribose phosphate,C5H11O8P,0.141,0.851256,229.01207,0,0,0,0,0,0,0,674.23,0,0,0,0,0,0,0,0,0,3714.6,3894.04,949.03,4143.8,4906.06,2094.66,1257.9,0,1146.25,1261.12,703.89,723.06,0,0,0,0
,179,179,28,662.102905,9.9,0.855103,[M-H]-,C12 PARENT,NAD+,NAD+,C21H27N7O14P2,0.11,1.567127,662.102905,8914.51,8127.32,0,0,0,50367.26,87680.09,128496.81,48091.25,67013.34,67787.16,140701.59,293383.59,178834.42,147263.34,112739.88,177444,97970.63,69616.35,65483.38,25055.67,32937.12,115776.27,215026.64,123257.2,168403.81,162198.22,87235.46,150471.84,56866.27,119323.49,165874.44,122843.38
,179,180,25,663.105774,9.894,0.84893,,C13-label-1,NAD+,NAD+,C21H27N7O14P2,0.116,0.8284,662.102905,3458.99,1001.05,0,0,0,13806.16,23867.72,35457.68,11051.38,15903.07,18106.64,46775.86,73031,42170.57,33938.73,28824.67,40637.09,31774.35,22599.43,20150.57,6924.28,10242.22,33741.15,59322.74,34541.12,48088.31,45612.09,25491.91,39769.85,15097.11,32267.22,45585.28,36237.12
,179,182,16,664.108337,9.885,0.845717,,C13-label-2,NAD+,NAD+,C21H27N7O14P2,0.125,0.367622,662.102905,0,0,0,0,0,2835,6564.81,8962.42,1382.06,1952.58,3428.16,7226.84,16798.21,11527.6,7612.44,7138.84,7507.87,12780.72,10578.63,9099.62,1772.55,3003.94,16556.48,25291.33,15901.82,20967.26,17958.59,11011.13,16467.27,2850.67,8107.27,11325.14,9707.34
,179,183,8,665.111816,9.885,0.842539,,C13-label-3,NAD+,NAD+,C21H27N7O14P2,0.125,0.183533,662.102905,0,0,0,0,0,0,0,0,0,0,0,0,2877.85,1350.96,743.99,762.35,816.66,8369.91,6176.42,5506.46,733.68,1311.57,8242.25,11509.45,8827.28,9809.79,8588.69,6898.1,10244.83,0,0,1810.87,797.49
,179,187,2,667.119202,9.884,0.788396,,C13-label-5,NAD+,NAD+,C21H27N7O14P2,0.126,0.823416,662.102905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170.17,1308.69,795.13,0,0,1664.97,5144.62,1579.29,3781.5,4676.23,0,3251.57,0,6823.4,0,0
,179,184,12,669.127258,9.946,0.843659,,C13-label-7,NAD+,NAD+,C21H27N7O14P2,0.064,2.827706,662.102905,0,0,0,0,0,8603.72,8913.73,0,915.39,0,0,0,3823.1,2272.05,0,0,3087.52,1801.38,7899.12,3183.7,3862.54,9599.84,17455.73,10455.63,3016.4,8315,8165.48,3847.19,6081.58,0,878.14,0,0
,190,190,27,588.07605,10.436,0.846521,[M-H]-,C12 PARENT,ADP-D-Glucose,ADP-D-Glucose,C16H25N5O15P2,0.476,1.868185,588.07605,0,0,0,0,0,14194.73,25842.28,15172.58,9198.94,12383.55,7369.06,17439.48,28022.59,20413.49,6630.87,13698.95,14924.13,12584.56,17352.71,10895.53,7540.71,16952.58,9857.95,16566.27,7778.01,14142.04,11306.8,12062.06,13122.69,11658.64,15938.99,891.79,10299.4
,190,194,16,589.079285,10.443,0.838508,,C13-label-1,ADP-D-Glucose,ADP-D-Glucose,C16H25N5O15P2,0.483,1.65778,588.07605,0,0,0,0,0,2784.42,6155.69,1319.12,1593.89,0,813.28,2898.96,3986.35,2970.56,0,1972.17,2173.94,4765.11,6395.75,3684.38,1138.88,5561.4,1130.01,6937.97,2072.77,4659.6,3593.25,3704.48,5224.42,959.82,4072.02,0,2440.32
,190,195,4,590.081543,10.433,0.836823,,C13-label-2,ADP-D-Glucose,ADP-D-Glucose,C16H25N5O15P2,0.473,0.20687,588.07605,0,0,0,0,0,766.4,741.32,0,0,0,0,0,1774.84,0,0,0,0,922.8,4299.9,1908.07,1810.61,3125.24,0,1335.15,924.18,1784.76,0,1933.75,819.99,0,0,0,897.52
,196,196,28,168.990906,9.792,0.851974,[M-H]-,C12 PARENT,Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,C3H7O6P,0.128,0.902936,168.990906,2330.09,1166.65,627.24,668.64,600.49,273579.31,362011.41,99742.48,153611.39,173525.95,154064.36,103274.02,225520.33,144492.08,152618.12,97617.6,158946.44,177272.55,140163.62,89256.6,86996.72,160578.36,215151.5,150806.81,53114.35,138532.98,110479.96,101319.12,104281.96,62189.53,66731.95,62093.22,52887.12
,196,201,19,169.994278,9.739,0.846026,,C13-label-1,Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,C3H7O6P,0.181,0.987368,168.990906,0,0,0,0,0,8343.35,9631.45,1883.07,4354.28,4944.39,3468.69,1910.82,7348.75,4100.05,6470.36,2801.42,5556.54,54508.28,50244.61,30940.33,28999.03,47910.93,69534.16,36536.59,15452.11,41180.66,30588.19,29554.58,30790.31,2606.01,2465.25,1698.18,1590.62
,196,202,12,170.997375,9.834,0.806868,,C13-label-2,Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,C3H7O6P,0.086,0.44617,168.990906,0,0,470.37,0,578.15,651.23,926.88,0,925.21,0,0,0,711.2,1004.79,756.15,0,855.16,40743.56,37469.58,28046.12,26038.62,34647.98,45298.1,26739.22,13166.84,30527.83,21182.76,19532.81,21144.35,550.07,1170.08,778.48,574.22
,196,203,11,172.001007,9.741,0.810724,,C13-label-3,Dihydroxyacetone phosphate,Dihydroxyacetone phosphate,C3H7O6P,0.179,1.153275,168.990906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988.44,12800.53,8615.45,7879.78,11933.07,11294.86,5378.5,3114.78,9765.92,4373.89,6691.1,7155.33,0,0,990.58,0
,204,204,28,171.006592,9.746,0.853525,[M-H]-,C12 PARENT,Glycerol-3-phosphate,Glycerol-3-phosphate,C3H9O6P,0.104,1.070752,171.006592,2132.89,924.16,638.81,630.63,1161.74,708281,832509,265419.78,313304.19,387127.84,310854.75,414819.75,508852.53,483174.62,184269.52,157794.09,307455,645999.31,509273.28,227662.55,220109.2,474121.59,613300.31,427223.62,106171.06,400998.34,274774.97,336481.75,273653.16,132496.92,150438.7,97865.23,86538.12
,204,209,28,172.010101,9.73,0.85195,,C13-label-1,Glycerol-3-phosphate,Glycerol-3-phosphate,C3H9O6P,0.12,2.040304,171.006592,0,0,0,0,0,20400.54,27207.63,8411.7,8546.93,13727.19,10150.4,15416.31,16538.88,14745.2,5491.32,4872.68,6667.16,211580,188276.98,82085.59,81705.34,147383.3,175602.2,109932.16,34261.58,116973.62,69540.74,85328.2,76653.91,5002.49,6510.34,3934.64,2918.06
,204,210,12,173.013031,9.965,0.847222,,C13-label-2,Glycerol-3-phosphate,Glycerol-3-phosphate,C3H9O6P,0.115,0.440972,171.006592,0,0,810.21,680.5,672.19,2146.5,1359.49,2191.31,1329.45,2072.31,1214.47,3081.35,1121.75,1191.59,1199.15,1309.71,2439.58,133816.59,128538.57,63651.38,65556.03,96000.91,115602.84,67708.3,23721.91,75061.49,49681.52,62765.85,55139.42,1223.04,1605.86,1158.58,1766.44
,204,211,12,174.016312,9.822,0.842939,,C13-label-3,Glycerol-3-phosphate,Glycerol-3-phosphate,C3H9O6P,0.028,0.876859,171.006592,0,0,587.45,757.34,0,709.24,0,601.59,537.28,1235.68,861.97,0,1364.29,1213.62,1337.31,679.07,1091.93,47425.06,41779.12,18273.02,19407.53,30363.02,31570.66,21121.33,11581.58,24563.62,15972.11,19906.66,18643.83,1107.37,627.76,0,1191.86
,212,212,28,606.075195,9.752,0.854018,[M-H]-,C12 PARENT,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.168,1.510586,606.075195,0,0,0,0,0,102235.52,593980.25,515462.97,26894.44,100843.37,36764.13,290200.25,1113506.38,583300.81,386075.22,262231.44,220841.33,64397.95,299884.47,199195.64,50040.28,228391.77,37488.04,250478.89,134909.64,205893.25,34060.46,195909.19,141739.05,261059.14,353020.09,599549.5,537292.94
,212,213,20,607.078491,9.757,0.852238,,C13-label-1,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.163,1.307011,606.075195,0,0,0,0,0,17377.68,112127.25,102561.53,5767.94,20060.13,7441.06,54687.12,196291.17,112203.9,73180.16,52568.33,40378.89,16053.23,88646.27,57694.46,13961.91,65821.9,9633.27,80543.08,42352.09,62446.7,10177.2,56377.74,44014.21,61136.54,70144.39,170539.98,143058.28
,212,214,16,608.080505,9.751,0.849108,,C13-label-2,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.169,0.90336,606.075195,0,0,0,0,0,5797.49,28773.06,27152.96,0,5175.25,1815.22,12733.75,47199.64,29498.49,19689.34,12103.87,8415.85,8987.42,39991.99,27046.41,7521.38,26626.61,3525.48,39087.04,21182.95,31869.18,3077.57,27601.19,20342.72,15426.15,19334.69,45628.77,38889
,212,215,7,609.083923,9.751,0.844352,,C13-label-3,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.169,0.701456,606.075195,0,0,0,0,0,772.08,4891.03,3748.73,0,0,0,1829.85,7720.88,5382.85,2849.18,934.05,1259.62,4103.24,22142.72,16683,2266.38,12992.47,2067.59,16324.86,9624.89,19517.58,0,13538.62,9353.99,2097.98,2652.96,8781.51,7128.54
,212,216,5,610.088257,9.799,0.842997,,C13-label-4,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.121,0.900389,606.075195,0,0,0,0,0,0,0,886.29,0,0,0,2034.83,716.46,937.05,948.03,0,0,2315.68,11541.05,9115.81,1073.03,8048.52,1647.52,9697.68,6201.08,9701.87,0,8521.74,6564.12,0,0,1921.45,0
,212,217,5,611.091919,9.765,0.840665,,C13-label-5,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.155,1.398306,606.075195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6870.3,4263.19,764.84,1419.09,0,5578.09,3820.8,4911.14,0,4004.14,2959.53,0,0,0,0
,212,218,0,612.095276,9.788,0.166025,,C13-label-6,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.132,1.396014,606.075195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.11,0,0,911.49,0,1389.1,851.08,0,0,775.63,845.42,0,0,0,0
,212,219,0,613.095154,9.751,0.143365,,C13-label-7,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.169,4.280739,606.075195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,220,220,30,346.056,9.708,0.807403,[M-H]-,C12 PARENT,AMP,AMP,C10H14N5O7P,0.022,0.529121,346.056,19549.21,12908.08,8885.01,11842.83,9520.45,1857674,3535456,2292099.75,433366.72,1039357.94,573749.94,1608766.62,3391033.75,2746080.25,1745434.88,1347040,1494622.88,636938.75,2109739,1971138.5,856823.31,2197192,1327499.62,2918548.75,1061756.62,1805693.38,219959.08,1653560.88,1623177.38,1757947.12,2296306,1887719.62,2057334
,220,225,29,347.059692,9.682,0.854216,,C13-label-1,AMP,AMP,C10H14N5O7P,0.048,1.494843,346.056,4105.63,1597.99,812.51,939.97,1247.63,204785.62,365270,230467.38,45749.08,119090.79,57612.9,164409.14,346985.88,272092.09,169415.89,137767.22,155070.55,78124.78,261635.81,245206.81,99539.19,257695.48,159828.23,341504.5,127747.16,240787.67,30052.54,202832.86,192612.83,214241.38,292457.22,244561.56,264824.03
,220,226,27,348.061218,9.66,0.849013,,C13-label-2,AMP,AMP,C10H14N5O7P,0.07,3.770173,346.056,0,0,0,0,591.67,33133.54,57120.94,36147.32,9045.59,17746.51,11003.67,28494.42,50580.27,41385.58,26258.19,17532.01,27823.26,18350.14,57433.82,60485.69,26786.62,50978.41,39166.37,73350.48,21719.04,53119.82,3406.52,41971.69,42628.93,33784.67,42195.09,30984.71,35493.47
,220,227,22,349.064667,9.669,0.847112,,C13-label-3,AMP,AMP,C10H14N5O7P,0.061,3.497056,346.056,0,0,593.8,0,0,2518.65,8049.2,6655.71,1901.51,2608.59,3413.58,2283.6,8420.05,4720.06,5569.48,1685.5,3990.59,8095.73,31298.25,27169.5,11495,23413.59,17999.64,27587.15,7124.19,21430.61,2470.11,19995.62,18328.58,3997.78,4397.28,5409.79,6230.84
,228,228,21,175.03624,9.401,0.848465,[M-H]-,C12 PARENT,N-carbomoyl-L-aspartate,N-carbomoyl-L-aspartate,C5H8N2O5,0.199,1.133277,175.03624,0,0,0,0,0,6204.39,12988.7,7157.05,6429.55,2856.56,2388.05,0,18692.39,7526.26,29229.33,15673.91,5676,6250.09,2291.93,10480.63,3316.39,6808.65,8472.15,25163.99,4758.54,4481.93,1494.49,4732.86,4250.36,2529.32,3204.82,36475.84,2797.64
,230,230,31,179.056244,6.03,0.827461,[M-H]-,C12 PARENT,Glucose,Glucose,C6H12O6,0.15,0.766961,179.056244,158994.16,30356.73,11880.58,15647.58,11618.05,5614588,6603962,2355988.25,3569850,3872590.75,5072351.5,5177662,5535095.5,5065590.5,3599166,1570659.38,4731311.5,5586399.5,3939832.75,2113039,3814670,4173227.25,6282313.5,4335254.5,2222813,4392789.5,3255731.75,4137463.25,4714582.5,1537472.5,2420278,1312760.5,1476215.5
,230,233,28,180.059647,6.042,0.81605,,C13-label-1,Glucose,Glucose,C6H12O6,0.138,1.016917,179.056244,12002.57,2156.23,0,0,1396.3,352981.97,438405.38,141164.53,248003.61,266364.75,329790.66,347219.12,347005.97,329068.16,246027.5,90752.23,304828.62,1126783.62,881264.56,464737.66,758412.19,779867.81,1298906.88,723316.19,358454.66,879302.19,506728.25,720351.19,752841.81,103942.72,159700.06,83709.11,117492.54
,230,237,12,181.062592,6.001,0.818094,,C13-label-2,Glucose,Glucose,C6H12O6,0.179,1.264102,179.056244,25031.82,2245.58,1422.1,1753.29,1533.72,1156.7,3068.87,12606.19,4241.16,9555.34,15068.63,22541.67,2522.22,25698.5,0,2075.4,0,1059695.88,943944.31,505184.09,845033.31,730313.19,1165544.5,789517.19,354555.59,1070369.38,471438.59,722016.69,823453,1898.02,1498.59,2463.76,1966.9
,230,238,12,182.066254,6.032,0.830746,,C13-label-3,Glucose,Glucose,C6H12O6,0.148,0.419045,179.056244,4538.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066037.38,1012493.19,581796.69,848929.5,747115.81,1112556.62,918540,491125.41,1233594.62,506912.75,861551.06,952890.31,0,0,0,0
,230,243,12,183.069717,6.05,0.813516,,C13-label-4,Glucose,Glucose,C6H12O6,0.13,1.000196,179.056244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702650.19,706452.75,408787.16,633767.56,538867.25,698996.12,698705.19,403694.25,971479.69,346093.78,675853.69,701178.81,0,0,0,0
,230,244,13,184.07309,6.026,0.831027,,C13-label-5,Glucose,Glucose,C6H12O6,0.154,1.07764,179.056244,2233.6,1123.6,0,0,0,2272.5,2537.36,5264.69,1048.41,1819.13,0,0,4272.95,0,4734.2,8989.12,0,303451.34,293685.78,176383.38,270918.5,198216.62,257014.7,289071.72,204149.58,399648.62,155006.8,282088.06,323986.5,0,0,5261.59,0
,230,245,11,185.076813,5.986,0.850699,,C13-label-6,Glucose,Glucose,C6H12O6,0.194,3.050501,179.056244,0,0,0,2161.45,0,0,0,0,0,0,0,2120.44,0,0,2106.97,0,4239.35,44334.52,50495.76,22477.1,51721.82,29063.73,52002.64,52606.94,34705.13,75360.1,16131.45,46849.05,62198.39,0,0,0,0
